x y
1008.1810069023098 1193.2473088917338
894.3450785856886 905.3194673461696
685.0118906105624 599.2918074680887
193.58547979447764 296.3805165704309
498.5327127036687 1110.7648852347825
1292.3084061464106 498.50351928845106
1302.9999388662202 501.0922872012959
108.7550055851603 793.3748127656738
391.1620743015529 1316.732126688487
1013.3812536645809 1189.8153682588409
212.31707818990517 292.30059859297063
1402.8938878028555 109.25367352775169
787.6529614369796 690.6010811857026
407.0179757313803 1293.0977447723187
814.7185334704225 686.0892142617779
597.4202691616946 1498.4015441875322
994.6809012893151 1201.2040508760876
691.825197940894 589.2993734470283
597.1926199390343 1514.253583425055
96.57072621862521 796.566388427955
514.6747026563673 1092.98606297825
1395.8425459432603 91.23821150297395
211.38157381223846 309.40149068953065
694.8962881418436 599.6844805049533
516.0564224232252 1093.2867304396195
986.0345604410159 1193.8135176598598
597.7200052040658 1494.6242222810913
1304.3266493902133 502.57796768148734
904.2253915787423 902.461859031268
203.95858998464058 303.4861942753479
808.3166917055613 689.4664381785088
609.9932033189384 1521.7433997274086
1409.053362511806 93.40845499843073
1288.0991480545026 504.12017367930565
885.1652427262256 902.5718045678955
918.846284404897 893.7188184591275
101.96876692821574 781.2011627205948
713.0487988595024 611.9637165024368
1403.9496711336883 113.9207537031756
405.145440333176 1302.0188212984747
521.0920071449742 1097.7346772869028
105.33583654182618 813.7160169825346
97.37623216930935 815.8357672024943
1408.0313420073894 109.98265280012306
804.423498822433 696.329819359889
800.6619716956809 690.1879180699843
802.3903508945398 704.7627248769985
408.6724788591965 1314.0973199750601
394.3097509615978 1310.7925945171623
1288.3938999003603 498.770396913318
587.2347447177128 1501.0358454362631
89.94826128742619 793.2179907859114
1300.7241282115558 507.9956720254365
916.7460335918254 903.2017780963824
908.6923140618904 900.1989020935425
713.6619834755033 605.7136128759367
1000.9967928360198 1208.125242512063
1007.1194782054179 1206.2006867020489
1004.4567419467418 1212.2171755373288
107.03515240368496 795.9912304378346
911.2679310512467 909.2313356291506
805.1483090595071 712.2493988968445
97.96571780552104 810.6641674292036
1303.4684540262363 502.5273881563506
807.2387152127665 685.064316631614
391.79005347186563 1306.7424862184803
1006.1889288907444 1204.1235323243275
612.8651891912776 1502.5584820345318
199.13732579368272 287.36988657729165
1395.8538334724306 113.31035977530838
715.0202254149756 604.8176228236564
695.5456900213358 612.3964231764643
1402.7712222749497 94.7495982277725
207.74532092008548 294.8742037908797
392.77029229955207 1293.7996521513433
912.174896621987 895.6766838415118
484.55148724987157 1088.203616273434
910.27222550213 896.0154369968499
199.07528469382495 293.7759477610477
1314.1108612024639 506.49046733862497
793.5396460906655 682.0456857871953
103.09742960219444 827.6860482876729
803.8667394326819 696.1596303829833
182.02663606980076 310.4907813442021
1305.034159531077 511.32598490094404
1012.2039764895134 1210.9932103253218
501.5927367410225 1086.890037513262
1305.4522476795175 501.8837635082898
402.45790509537125 1302.8058728409665
594.5162739333678 1494.957243567776
187.7855058834356 298.551926158179
505.29161933185253 1102.1729712328063
506.682541356671 1099.3437216535633
593.4943667120237 1490.396270004493
1395.4968833922437 87.74814504024013
707.7142161395451 593.8351388043733
401.66637254201885 1310.7165869198475
692.0538237272874 589.4303685338476
613.6993970629178 1516.237011252271
495.22538400985565 1090.1467125016063
597.2244238973556 1508.962075931969
907.1809855014532 891.570440877679
1385.8581982781054 98.30920893243318
504.9241756119032 1105.836764234933
1003.3441718325531 1187.7494316891698
1393.2415657351546 98.9359494865881
398.6406926014157 1301.120010739853
206.65396878743468 305.99679857550876
698.7400916006225 592.6120830432217
109.02724929384662 792.4181545373858
